product_id,category,sub_category,product_name,price,original_price,discount,reviews_count,brand,images,stock,f_assured,seller,seller_rating,return_policy,description,specifications,avg_rating
1466,house,Parapluies & Parasol,LYZA Peint à la main 3 Folds Rain Umbrella Sunscreen Umbrella Sun Umbrella Foldable,1223.77,3060.54,60,77,LYZA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EE/AD/d151b3f2-7e08-4aeb-a0c3-8d8a97fad92f.jpg,"Hurry, Only 2 left!",1,Smith Inc,1.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.21
1467,house,Parapluies & Parasol,LYZA Parapluie pliable du style artistique,1415.61,3453.77,59,145,LYZA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1E/56/fcc6daf2-c512-4f5c-b80f-9333813e6573.jpg,"Hurry, Only 3 left!",1,"Lloyd, Ponce and Clark",4.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.21
1468,house,Parapluies & Parasol,Parapluie en vinyle LYZA,1265.67,2876.79,56,65,LYZA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A9/BB/9b63eaf7-bddb-48c7-901d-6aeda40ca508.jpg,"Hurry, Only 2 left!",1,Brooks LLC,1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.03
1469,house,Peignoirs- Serviettes & Bonnets de Bain,Serviette de bain plage adulte en microfibre 75x140cm,1098.82,2649.68,59,60,SOFO,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4A/C4/c9b2981a-8c83-4d53-ae91-c15e11f071a8.jpg,"Hurry, Only 1 left!",1,"Carpenter, Johnson and Adams",1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.66
1470,house,Peinture en diamant,5D DIY Diamant Peinture,599.02,1514.1,60,34,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/40/09/e9496213-2e26-4740-a333-a178859dbf93.jpg,"Hurry, Only 7 left!",1,"Jimenez, Allison and Harmon",5.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.35
1471,house,Peinture en diamant,Peinture de diamant de paon,1192.9,2041.83,42,32,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DB/65/a4a5059d-5807-4189-b983-138f3ced152e.jpg,"Hurry, Only 5 left!",0,Riley-Castillo,3.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.77
1472,house,Peinture en diamant,Santa Claus DIY 5D Diamond Paintings,1028.27,1653.02,38,76,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BE/55/60e26428-189c-4a17-ac5e-a1881f225154.jpg,"Hurry, Only 4 left!",0,Oliver Ltd,2.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.34
1473,house,Peinture en diamant,5D DIY Diamant Peinture,945.94,1502.34,37,117,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E6/E6/7471cdfd-b8f6-415e-998b-08e60091118a.jpg,"Hurry, Only 3 left!",1,Thompson PLC,2.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.28
1474,house,Peinture en diamant,Peinture de diamant de paon,951.82,1545.71,38,75,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/03/36/ce34b523-aaee-4de1-bfa6-d66cd13d163f.jpg,"Hurry, Only 3 left!",1,Smith-Hernandez,1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.29
1475,house,Peinture sur toile,Tapisserie Arbre de Vie,1020.18,2804.02,64,107,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D0/E2/a9ba2a69-dee1-490b-8313-163260df142a.jpg,"Hurry, Only 6 left!",1,"Phelps, Salazar and Long",3.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.01
1476,house,Peinture sur toile,Peinture murale tapisserie,1020.18,2804.02,64,75,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/30/2921ed01-fb66-4aa4-b4b6-fbd537e44261.jpg,"Hurry, Only 1 left!",1,"Cain, Wade and Aguirre",3.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.04
1477,house,Peinture sur toile,Aquarelle Grands Poissons Toile,1101.77,2277.76,52,72,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/72/22/0d806d0d-0647-4129-98bc-74a092b76624.jpg,"Hurry, Only 7 left!",1,Harrison LLC,2.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.29
1478,house,Peinture sur toile,Décor mural imprimé abstrait ,1234.06,2277.76,46,25,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4D/DA/3e8389dd-6547-4eba-9df3-6d39fe172e58.jpg,"Hurry, Only 4 left!",1,Brown-Mitchell,4.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.97
1479,house,Peinture sur toile,3pcs peinture sans cadre,1577.31,2559.27,38,23,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/57/B6/022941b0-9d3e-43df-86d1-df0c6db18f2b.jpg,"Hurry, Only 4 left!",1,Lara Inc,5.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.47
1480,house,Pesticides,3life Électrique Mosquito Swatter Mosquito Dispeller Rechargeable LED Électrique Insecte Bug Fly Mosquito Killer Raquette 3-Layer Net,1689.76,0.0,0,19,3life,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/06/F2/a0303f4e-2985-4900-ad0f-7954a3ceaaef.jpg,"Hurry, Only 6 left!",1,Phillips LLC,3.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.01
1481,house,Pesticides,Répulsif anti-moustique électrique nocturne automatique USB,3209.75,4942.88,35,9,AUGIENB,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/51/C8/4ae6a07c-7e19-4d60-b2d3-7e5562fd6e8e.JPG,"Hurry, Only 2 left!",1,Bailey Ltd,2.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.4
1482,house,Pesticides,5V USB LED Mosquito Killer Light,2277.76,4629.77,51,6,IPRee,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/F2/90/85ab5a6f-3355-4996-b9ea-f7ea306add68.jpg,"Hurry, Only 3 left!",1,Rhodes-Morales,2.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.53
1483,house,Pesticides,Anti-Mosquito Lamp Electric Fly Bug Zapper Mosquito Insect Killer Lamp LED Light Trap Lamp Pest Control,1175.27,3430.98,66,453,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5C/75/4c472e47-0318-46d0-a4d5-308ceec433c6.jpg,"Hurry, Only 3 left!",1,Mooney Group,5.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.94
1484,house,Pesticides,Anti-Mosquito Lamp Electric Fly Bug Zapper Mosquito Insect Killer Lamp LED Light Trap Lamp Pest Control,1175.27,3430.98,66,453,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5C/75/4c472e47-0318-46d0-a4d5-308ceec433c6.jpg,"Hurry, Only 3 left!",1,"Clark, Wiley and Miller",5.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.72
1485,house,Pesticides,Mise à niveau électronique Plug in Bug Zapper Pest Killer,740.14,1133.37,35,76,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/59/49/fd8ec738-feb3-44a3-a7cf-e42535f82298.jpg,"Hurry, Only 2 left!",1,"Mccarthy, Cabrera and Davidson",5.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.7
1486,house,Pesticides,Repulseur ultrasonique multifonctionnel d'insectes nuisibles non-toxique écologique,1192.9,2041.83,42,137,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/55/81/c1ade839-26aa-479b-8494-270f805f9246.jpg,"Hurry, Only 1 left!",0,Davenport-Johnson,1.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.35
1487,house,Pesticides,Loskii BT-KU02 Disperseur d'insectes anti-moustiques USB,2016.1,3988.11,49,76,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/B0/9F/d82c6fcc-c550-4ff6-aa33-ba869b3ded42.jpg,"Hurry, Only 6 left!",0,"Jackson, Evans and Christensen",3.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.86
1488,house,Pesticides,Répulsif électronique à ultrasons,1110.58,1803.69,38,33,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/17/1B/c3617cc5-34f4-4fa2-b378-dee5088e8731.jpg,"Hurry, Only 4 left!",1,Sullivan-Hart,1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.9
1489,house,Pesticides,Répulsif ultrasonique portatif de parasite portatif solaire / USB,1395.76,2571.77,46,110,Loskii,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/59/3F/e97ab2be-8d4c-4743-8513-5cbefb3d61b0.jpg,"Hurry, Only 1 left!",1,Dougherty-Garcia,1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.72
1490,house,Pizza Tools,Honana CF-BW03 Coupe-pizza en forme de bicyclette,1028.27,1836.76,44,421,Honana,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/50/22/3df7cdc3-578e-4851-a451-9334c8b96f35.jpg,"Hurry, Only 4 left!",1,Frey-Thompson,1.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.14
1491,house,Plaques & Signes,Mignon chien chat dessin métal peinture étain,446.15,975.34,54,55,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B2/DC/4ec67627-06a4-4857-92e8-2988f963d83f.jpg,"Hurry, Only 6 left!",0,Davis-Morrison,3.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.47
1492,house,Pommes de douche & Accessoires,Déchloration Filtre Aérateur Net Économiseur D'eau,1028.27,1836.76,44,156,Honana,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/32/F8/afe72fd7-17ce-442c-a533-df8b4d143920.jpg,"Hurry, Only 1 left!",0,"Sharp, Price and White",2.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.24
1493,house,Pommes de douche & Accessoires,Pomme de robinet de cuisine ajustable effet économiser l'eau,294.73,536.55,45,758,Honana,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/9B/daa1c7c4-8e78-437e-b05e-6ab03c148330.jpg,"Hurry, Only 7 left!",0,"Adams, Alvarez and Bond",4.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.17
1494,house,Pommes de douche & Accessoires,Honana extension de robinet en gel de silice à élasticité super rinçage nettoyage des dents pour enfant,366.77,513.76,29,108,Honana,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/27/3F/644a17ce-bad4-4e94-8f9a-54afec0b1eff.jpg,"Hurry, Only 6 left!",0,Reynolds-Collins,0.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.54
1495,house,Pommes de douche & Accessoires,Support de tête de douche réglable,945.94,1314.18,28,65,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/81/0E/91f670bd-c256-40c1-b422-4966e69ba5d7.jpg,"Hurry, Only 3 left!",1,"Rivers, Adams and Taylor",1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.85
1496,house,Pommes de douche & Accessoires,KCASA ™ Brass Junction Contrôle du débit d'eau,881.26,1689.76,48,16,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/54/76/f9ec7502-af2c-4477-bfed-4fcf8b859fb0.jpg,"Hurry, Only 4 left!",1,Young-Graham,2.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.61
1497,house,Pommes de douche & Accessoires,Robinet,4282.11,11097.77,61,26,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/FE/6E/c286e6f9-7791-4470-81d1-260c8a3ec958.jpg,"Hurry, Only 4 left!",0,Burch-Guerrero,1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.13
1498,house,Pommes de douche & Accessoires,Filtre purificateur d'eau avec cartouche de filtration 21-23MM,469.66,954.76,51,121,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/92/A4/d16a80ce-0ba6-46b8-bbec-523fb4cdea09.jpg,"Hurry, Only 2 left!",1,Kent-Welch,1.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.13
1499,house,Pommes de douche & Accessoires,Robinet flexible de cuisine noir,2906.19,7342.65,60,19,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/4A/77/4a4e8984-4229-4522-b0cc-f2b77858d638.jpg,"Hurry, Only 4 left!",1,Fisher LLC,3.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.71
1500,house,Pommes de douche & Accessoires,Le pommeau de douche de salle de bains réglable à pression négative SPA SPA ionique filtre,734.26,3009.09,76,429,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E2/3A/799ae59b-021e-45fe-abdb-173ed5827fa0.jpg,"Hurry, Only 4 left!",1,Flores PLC,3.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.02
1501,house,Pommes de douche & Accessoires,KCASA SH-10 3 Modes eau Eau de poche Ions négatifs Économie d'eau réglable Pression Pomme de douche à filtre,945.94,1314.18,28,40,KCASA,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/57/71/d9bd2dac-ba9c-4d38-88ec-322a31a1eb8a.JPG,"Hurry, Only 1 left!",1,"Morris, Velazquez and Davis",1.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",4.22
1502,house,Pots,Urinoir portable pour enfants,945.94,1595.69,41,32,IPRee,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/B9/EC/705c7dbe-84be-47e0-8c58-06e81e98888d.jpg,"Hurry, Only 5 left!",1,Phelps-Garcia,4.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.76
1503,house,Pots,Baby Potty Training Toilette pliable Protable en plastique antidérapant siège de toilette pour enfants,1983.76,3380.27,41,97,Vvcare   ,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/8D/52a7f1cd-2b5d-42cd-afa1-25dfa2f2f270.jpg,"Hurry, Only 2 left!",1,Brown LLC,1.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.49
1504,house,Pots & Planters,Pot de plantes vert paon,2016.1,3523.59,43,364,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/30/60a02277-b042-4988-b3a8-3f5497abc520.jpg,"Hurry, Only 5 left!",1,Wall-Mendoza,1.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.59
1505,house,Pots & Planters,Pot de plante succulente en céramique de hibou,2592.35,5053.12,49,154,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B2/14/b66740db-1403-427f-b140-58c640e37a29.jpg,"Hurry, Only 1 left!",1,White LLC,5.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.75
1506,house,Pots & Planters,Honana HG-GP2 coloré mignon plante pot de fleur Mini plastique Ro,224.91,524.05,57,567,Honana,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/91/29/ba6859f2-6399-4875-9e3c-bb519d39d503.jpg,"Hurry, Only 5 left!",1,Rice-Hunt,4.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.33
1507,house,Pots & Planters,Swan Poterie Pots Vase À La Main En Céramique Fleur Plante Bouteille Pot Jardin Décor Bureau Mode Maison,954.76,1836.76,48,500,SaicleHome,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/50/1F/d905fdba-da86-445e-a440-af5a0b2f940e.jpg,"Hurry, Only 4 left!",0,Jones LLC,1.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.18
1508,house,Poupées & Jouets farcis,Peluche licorne de dessin animé 35/45 / 60cm jouets Soft oreiller,2180.75,4218.16,48,144,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/A3/54951f45-904a-4e4d-ab0b-8281c3d77bdd.jpg,"Hurry, Only 3 left!",1,Smith and Sons,1.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.81
1509,house,Poupées & Jouets farcis,40/50/60 cm d'alpaga mignon Soft touchant des poupées antibactériennes,1836.76,3527.27,48,29,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/87/E9/d661764e-3b8a-4c16-b3c1-ca88ba18748c.jpg,"Hurry, Only 5 left!",0,"Pruitt, Hernandez and Barrett",2.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.92
1510,house,Poupées & Jouets farcis,40/60 / 80cm jouets en peluche plume longue bande multi-fonctionnelle,1275.23,2277.76,44,76,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/D8/ccc2aa56-3462-4cca-9d55-4dc00971d823.jpg,"Hurry, Only 6 left!",1,Price LLC,2.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",0.15
1511,house,Poupées & Jouets farcis,"Poupées Soft respectueuses de la peau, mignon, crocodile de dessin animé mignon 60/90 / 110cm",1283.31,2781.24,54,463,DecBest,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F2/0B/5fc0f470-8d16-4f6e-be6f-cd97395e4066.jpg,"Hurry, Only 3 left!",1,Mckinney Group,1.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.81
1512,house,Poupées & Jouets farcis,Jouet Porc Kawaii,881.26,1469.26,40,41,Topacc,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/B7/C4/70610187-9e0b-4f6c-8dd2-03ecc8d7a4af.JPG,"Hurry, Only 4 left!",1,Boyd and Sons,2.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.36
1513,house,Poupées & Jouets farcis,Poupée Holland Bean,587.26,1175.27,50,117,Topacc,https://imgaz1.chiccdn.com/thumb/view/upload/2014/11/SKU140168.jpg,"Hurry, Only 2 left!",1,Davis LLC,0.5,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",2.59
1514,house,Poupées & Jouets farcis,Jouet en peluche animal de Noël,1522.19,2973.81,49,56,Topacc,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3B/E1/290f6d9f-6f1a-4251-9b45-adfb2aae0e5f.JPG,"Hurry, Only 7 left!",1,"Olsen, Williams and Kim",2.0,7 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.08
1515,house,Poupées & Jouets farcis,Kawaii Bear Toy,881.26,1469.26,40,30,Topacc,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/A7/65/6a0b898d-c3db-4058-a311-b44adb61cae5.JPG,"Hurry, Only 4 left!",1,Lambert LLC,4.5,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",3.66
1516,house,Poupées & Jouets farcis,Peluche Chien Caniche,1028.27,2792.27,63,45,Topacc,https://imgaz1.chiccdn.com/thumb/view/oaupload/banggood/images/99/FD/cef646c3-d92d-47d1-89a3-91894607526e.jpg,"Hurry, Only 7 left!",1,"Mccoy, Boyle and Flores",3.0,10 Days Replacement Policy,Elevate your living spaces with our stylish home decor and essentials. Find everything from elegant furniture to decorative accents for a cozy ambiance.,"Home decor items, furniture, and essentials. Diverse range of styles, materials, and sizes to suit different aesthetics and spaces.",1.66
